Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
302,15-01-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,30,165,NA
302,17-01-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,33,155,NA
302,20-01-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,33,135,NA
302,22-01-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,28,160,NA
302,27-01-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,31,149,NA
302,29-01-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,40,127,NA
302,31-01-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,37,138,NA
302,05-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,37,149,NA
302,07-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,39,171,NA
302,10-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,181,NA
302,12-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,167,NA
302,14-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,118,NA
302,19-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,34,155,NA
302,21-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,165,NA
302,24-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,183,NA
302,26-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,40,161,NA
302,28-02-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,38,139,NA
302,03-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,161,NA
302,05-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,40,138,NA
302,07-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,37,154,NA
302,10-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,152,NA
302,12-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,39,137,NA
302,14-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",20,40,154,NA
302,17-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,40,152,NA
302,19-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,34,172,NA
302,21-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,41,174,NA
302,24-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,41,162,NA
302,26-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,37,135,NA
302,31-03-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,37,173,NA
302,07-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,158,NA
302,09-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,43,167,NA
302,11-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,47,175,NA
302,16-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,156,NA
302,18-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,39,143,NA
302,23-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,41,161,NA
302,25-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,37,157,NA
302,28-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,37,148,NA
302,30-04-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,34,150,NA
302,02-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,34,132,NA
302,05-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,133,NA
302,07-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,33,108,NA
302,09-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,44,98,NA
302,12-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,33,124,NA
302,14-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,35,125,NA
302,16-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,127,NA
302,19-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,38,114,NA
302,21-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,37,121,NA
302,23-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,42,136,NA
302,26-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,137,NA
302,28-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,137,NA
302,30-05-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,135,NA
302,04-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,145,NA
302,06-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,141,NA
302,09-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,40,143,NA
302,11-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,34,109,NA
302,13-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,103,NA
302,16-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,122,NA
302,25-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,32,129,NA
302,27-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,32,152,NA
302,30-06-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,143,NA
302,02-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,35,129,NA
302,04-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,129,NA
302,07-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,34,122,NA
302,09-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,35,111,NA
302,14-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,133,NA
302,16-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,30,108,NA
302,21-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,118,NA
302,23-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,108,NA
302,25-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,33,135,NA
302,28-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,29,136,NA
302,30-07-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,32,130,NA
302,01-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,135,NA
302,04-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,34,139,NA
302,06-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,32,138,NA
302,08-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,39,136,NA
302,11-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,138,NA
302,13-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,34,146,NA
302,18-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,31,136,NA
302,20-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,157,NA
302,22-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,31,95,NA
302,25-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,37,91,NA
302,27-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,32,100,NA
302,29-08-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,109,NA
302,01-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,38,106,NA
302,03-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,28,111,NA
302,08-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,117,NA
302,10-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,32,125,NA
302,12-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,31,107,NA
302,15-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,28,99,NA
302,17-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,37,125,NA
302,24-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,117,NA
302,26-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,34,87,NA
302,29-09-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,35,117,NA
302,01-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,32,122,NA
302,03-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,37,120,NA
302,06-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,29,120,NA
302,08-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,33,123,NA
302,10-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,106,NA
302,15-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,32,99,NA
302,17-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,43,106,NA
302,20-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,41,114,NA
302,24-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,43,119,NA
302,31-10-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,37,119,NA
302,03-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,42,153,NA
302,07-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,38,144,NA
302,14-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,39,153,NA
302,17-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,37,142,NA
302,19-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,43,142,NA
302,21-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,42,139,NA
302,24-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,41,135,NA
302,26-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,43,145,NA
302,29-11-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,43,131,NA
302,01-12-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,42,135,NA
302,03-12-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,36,144,NA
302,05-12-2015,Punjab,Gobindgarh,"M/s Modi Oil and General Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,39,140,NA
